model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches,relative_matches_model,relative_matches_stats
FLAN-T5-XXL-11b,ch,5,evp,34,60,60,34,center,23,67.64705882352942,38.333333333333336
FLAN-T5-XXL-11b,ch,5,grüne,34,60,60,34,left,25,73.52941176470588,41.66666666666667
FLAN-T5-XXL-11b,ch,5,sp,34,60,60,34,left,24,70.58823529411765,40.0
FLAN-T5-XXL-11b,ch,5,svp,34,60,60,34,right,9,26.47058823529412,15.0
FLAN-T5-XXL-11b,ch,5,die-mitte,34,60,60,34,center,16,47.05882352941176,26.666666666666668
GPT3.5-turbo-20b,ch,4,fdp_ch,30,60,60,30,center,11,36.666666666666664,18.333333333333332
GPT3.5-turbo-20b,ch,4,evp,30,60,60,30,center,22,73.33333333333333,36.666666666666664
GPT3.5-turbo-20b,ch,4,grüne,30,60,60,30,left,28,93.33333333333333,46.666666666666664
GPT3.5-turbo-20b,ch,4,sp,30,60,60,30,left,26,86.66666666666667,43.333333333333336
GPT3.5-turbo-20b,ch,4,svp,30,60,60,30,right,4,13.333333333333334,6.666666666666667
GPT3.5-turbo-20b,ch,4,die-mitte,30,60,60,30,center,14,46.666666666666664,23.333333333333332
LLAMA2-70b,ch,0,fdp_ch,23,60,60,23,center,7,30.434782608695656,11.666666666666666
LLAMA2-70b,ch,0,evp,23,60,60,23,center,19,82.6086956521739,31.666666666666664
LLAMA2-70b,ch,0,grüne,23,60,60,23,left,22,95.65217391304348,36.666666666666664
LLAMA2-70b,ch,0,sp,23,60,60,23,left,21,91.30434782608695,35.0
LLAMA2-70b,ch,0,svp,23,60,60,23,right,2,8.695652173913043,3.3333333333333335
LLAMA2-70b,ch,0,die-mitte,23,60,60,23,center,13,56.52173913043478,21.666666666666668
MISTRAL-7b,ch,4,fdp_ch,7,60,60,7,center,3,42.857142857142854,5.0
MISTRAL-7b,ch,4,evp,7,60,60,7,center,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,grüne,7,60,60,7,left,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,sp,7,60,60,7,left,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,svp,7,60,60,7,right,1,14.285714285714285,1.6666666666666667
MISTRAL-7b,ch,4,die-mitte,7,60,60,7,center,5,71.42857142857143,8.333333333333332
LLAMA2-7b,ch,25,fdp_ch,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,evp,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,grüne,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,sp,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,svp,1,60,60,1,right,0,0.0,0.0
LLAMA2-7b,ch,25,die-mitte,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-70b,ch,20,fdp_ch,33,60,60,33,center,10,30.303030303030305,16.666666666666664
LLAMA2-70b,ch,20,evp,33,60,60,33,center,22,66.66666666666666,36.666666666666664
LLAMA2-70b,ch,20,grüne,33,60,60,33,left,30,90.9090909090909,50.0
LLAMA2-70b,ch,20,sp,33,60,60,33,left,28,84.84848484848484,46.666666666666664
LLAMA2-70b,ch,20,svp,33,60,60,33,right,5,15.151515151515152,8.333333333333332
LLAMA2-70b,ch,20,die-mitte,33,60,60,33,center,14,42.42424242424242,23.333333333333332
FLAN-T5-XXL-11b,ch,24,fdp_ch,30,60,60,30,center,12,40.0,20.0
FLAN-T5-XXL-11b,ch,24,evp,30,60,60,30,center,21,70.0,35.0
FLAN-T5-XXL-11b,ch,24,grüne,30,60,60,30,left,24,80.0,40.0
FLAN-T5-XXL-11b,ch,24,sp,30,60,60,30,left,23,76.66666666666667,38.333333333333336
FLAN-T5-XXL-11b,ch,24,svp,30,60,60,30,right,6,20.0,10.0
FLAN-T5-XXL-11b,ch,24,die-mitte,30,60,60,30,center,14,46.666666666666664,23.333333333333332
LLAMA2-70b,ch,5,fdp_ch,36,60,60,36,center,13,36.11111111111111,21.666666666666668
LLAMA2-70b,ch,5,evp,36,60,60,36,center,23,63.888888888888886,38.333333333333336
LLAMA2-70b,ch,5,grüne,36,60,60,36,left,28,77.77777777777779,46.666666666666664
LLAMA2-70b,ch,5,sp,36,60,60,36,left,26,72.22222222222221,43.333333333333336
LLAMA2-70b,ch,5,svp,36,60,60,36,right,8,22.22222222222222,13.333333333333334
LLAMA2-70b,ch,5,die-mitte,36,60,60,36,center,15,41.66666666666667,25.0
FLAN-T5-XXL-11b,ch,25,fdp_ch,26,60,60,26,center,10,38.46153846153847,16.666666666666664
FLAN-T5-XXL-11b,ch,25,evp,26,60,60,26,center,21,80.76923076923077,35.0
FLAN-T5-XXL-11b,ch,25,grüne,26,60,60,26,left,22,84.61538461538461,36.666666666666664
FLAN-T5-XXL-11b,ch,25,sp,26,60,60,26,left,22,84.61538461538461,36.666666666666664
FLAN-T5-XXL-11b,ch,25,svp,26,60,60,26,right,5,19.230769230769234,8.333333333333332
FLAN-T5-XXL-11b,ch,25,die-mitte,26,60,60,26,center,15,57.692307692307686,25.0
GPT3.5-turbo-20b,ch,5,fdp_ch,28,60,60,28,center,10,35.714285714285715,16.666666666666664
GPT3.5-turbo-20b,ch,5,evp,28,60,60,28,center,19,67.85714285714286,31.666666666666664
GPT3.5-turbo-20b,ch,5,grüne,28,60,60,28,left,25,89.28571428571429,41.66666666666667
GPT3.5-turbo-20b,ch,5,sp,28,60,60,28,left,24,85.71428571428571,40.0
GPT3.5-turbo-20b,ch,5,svp,28,60,60,28,right,4,14.285714285714285,6.666666666666667
GPT3.5-turbo-20b,ch,5,die-mitte,28,60,60,28,center,12,42.857142857142854,20.0
MISTRAL-7b,ch,25,fdp_ch,2,60,60,2,center,1,50.0,1.6666666666666667
MISTRAL-7b,ch,25,evp,2,60,60,2,center,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,grüne,2,60,60,2,left,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,sp,2,60,60,2,left,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,svp,2,60,60,2,right,0,0.0,0.0
MISTRAL-7b,ch,25,die-mitte,2,60,60,2,center,2,100.0,3.3333333333333335
MISTRAL-7b,ch,20,fdp_ch,4,60,60,4,center,1,25.0,1.6666666666666667
MISTRAL-7b,ch,20,evp,4,60,60,4,center,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,grüne,4,60,60,4,left,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,sp,4,60,60,4,left,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,svp,4,60,60,4,right,0,0.0,0.0
MISTRAL-7b,ch,20,die-mitte,4,60,60,4,center,3,75.0,5.0
GPT3.5-turbo-20b,ch,18,fdp_ch,27,60,60,27,center,12,44.44444444444444,20.0
GPT3.5-turbo-20b,ch,18,evp,27,60,60,27,center,19,70.37037037037037,31.666666666666664
GPT3.5-turbo-20b,ch,18,grüne,27,60,60,27,left,22,81.48148148148148,36.666666666666664
GPT3.5-turbo-20b,ch,18,sp,27,60,60,27,left,21,77.77777777777779,35.0
GPT3.5-turbo-20b,ch,18,svp,27,60,60,27,right,6,22.22222222222222,10.0
GPT3.5-turbo-20b,ch,18,die-mitte,27,60,60,27,center,13,48.148148148148145,21.666666666666668
LLAMA2-70b,ch,4,fdp_ch,32,60,60,32,center,11,34.375,18.333333333333332
LLAMA2-70b,ch,4,evp,32,60,60,32,center,22,68.75,36.666666666666664
LLAMA2-70b,ch,4,grüne,32,60,60,32,left,27,84.375,45.0
LLAMA2-70b,ch,4,sp,32,60,60,32,left,25,78.125,41.66666666666667
LLAMA2-70b,ch,4,svp,32,60,60,32,right,5,15.625,8.333333333333332
LLAMA2-70b,ch,4,die-mitte,32,60,60,32,center,15,46.875,25.0
FLAN-T5-XXL-11b,ch,4,fdp_ch,24,60,60,24,center,9,37.5,15.0
FLAN-T5-XXL-11b,ch,4,evp,24,60,60,24,center,20,83.33333333333334,33.33333333333333
FLAN-T5-XXL-11b,ch,4,grüne,24,60,60,24,left,21,87.5,35.0
FLAN-T5-XXL-11b,ch,4,sp,24,60,60,24,left,20,83.33333333333334,33.33333333333333
FLAN-T5-XXL-11b,ch,4,svp,24,60,60,24,right,3,12.5,5.0
FLAN-T5-XXL-11b,ch,4,die-mitte,24,60,60,24,center,14,58.333333333333336,23.333333333333332
LLAMA2-13b,ch,20,fdp_ch,29,60,60,29,center,11,37.93103448275862,18.333333333333332
LLAMA2-13b,ch,20,evp,29,60,60,29,center,19,65.51724137931035,31.666666666666664
LLAMA2-13b,ch,20,grüne,29,60,60,29,left,25,86.20689655172413,41.66666666666667
LLAMA2-13b,ch,20,sp,29,60,60,29,left,23,79.3103448275862,38.333333333333336
LLAMA2-13b,ch,20,svp,29,60,60,29,right,6,20.689655172413794,10.0
LLAMA2-13b,ch,20,die-mitte,29,60,60,29,center,12,41.37931034482759,20.0
GPT3.5-turbo-20b,ch,24,fdp_ch,31,60,60,31,center,15,48.38709677419355,25.0
GPT3.5-turbo-20b,ch,24,evp,31,60,60,31,center,22,70.96774193548387,36.666666666666664
GPT3.5-turbo-20b,ch,24,grüne,31,60,60,31,left,25,80.64516129032258,41.66666666666667
GPT3.5-turbo-20b,ch,24,sp,31,60,60,31,left,24,77.41935483870968,40.0
GPT3.5-turbo-20b,ch,24,svp,31,60,60,31,right,7,22.58064516129032,11.666666666666666
GPT3.5-turbo-20b,ch,24,die-mitte,31,60,60,31,center,16,51.61290322580645,26.666666666666668
